start,end,verdict
48240,48480,0
48480,48720,0
48720,48960,0
48960,49200,0
49200,49440,0
49440,49680,0
49680,49920,0
49920,50160,0
50160,50400,0
50400,50640,0
50640,50880,0
50880,51120,0
51120,51360,0
51360,51600,0
51600,51840,0
51840,52080,0
52080,52320,0
52320,52560,0
52560,52800,0
52800,53040,0
53040,53280,0
53280,53520,0
53520,53760,0
53760,54000,0
54000,54240,0
54240,54480,0
54480,54720,0
54720,54960,0
54960,55200,0
55200,55440,0
55440,55680,0
55680,55920,1
55920,56160,0
56160,56400,1
56400,56640,0
56640,56880,0
56880,57120,0
57120,57360,1
57360,57600,0
57600,57840,0
57840,58080,0
58080,58320,0
58320,58560,0
58560,58800,0
58800,59040,0
59040,59280,0
59280,59520,0
59520,59760,0
59760,60000,0
60000,60240,0
60240,60480,0
60480,60720,0
60720,60960,0
60960,61200,0
61200,61440,0
61440,61680,0
61680,61920,0
61920,62160,0
62160,62400,0
62400,62640,0
62640,62880,0
62880,63120,0
63120,63360,0
63360,63600,0
63600,63840,0
63840,64080,0
64080,64320,0
64320,64560,0
64560,64800,0
64800,65040,0
65040,65280,0
65280,65520,0
65520,65760,0
65760,66000,0
66000,66240,0
66240,66480,0
66480,66720,0
66720,66960,0
66960,67200,0
67200,67440,0
67440,67680,0
67680,67920,0
67920,68160,0
68160,68400,0
68400,68640,0
68640,68880,0
68880,69120,0
69120,69360,0
69360,69600,0
69600,69840,0
69840,70080,0
70080,70320,1
70320,70560,0
70560,70800,0
70800,71040,0
71040,71280,0
71280,71520,0
71520,71760,0
71760,72000,0
72000,72240,0
72240,72480,0
72480,72720,1
72720,72960,0
72960,73200,0
73200,73440,0
73440,73680,0
73680,73920,0
73920,74160,0
74160,74400,0
74400,74640,0
74640,74880,0
74880,75120,0
75120,75360,1
75360,75600,0
75600,75840,0
75840,76080,0
76080,76320,1
76320,76560,0
76560,76800,0
76800,77040,0
77040,77280,0
77280,77520,0
77520,77760,0
77760,78000,0
78000,78240,0
78240,78480,0
78480,78720,0
78720,78960,0
78960,79200,0
79200,79440,0
79440,79680,0
79680,79920,0
79920,80160,0
80160,80400,0
80400,80640,0
80640,80880,0
80880,81120,0
81120,81360,0
81360,81600,0
81600,81840,0
81840,82080,0
82080,82320,0
82320,82560,0
82560,82800,0
82800,83040,0
83040,83280,0
83280,83520,0
83520,83760,1
83760,84000,0
84000,84240,0
84240,84480,0
84480,84720,0
84720,84960,1
84960,85200,0
85200,85440,0
85440,85680,0
85680,85920,1
85920,86160,0
86160,86400,1
86400,86640,1
86640,86880,1
86880,87120,0
87120,87360,0
87360,87600,0
87600,87840,0
87840,88080,0
88080,88320,0
88320,88560,0
88560,88800,0
88800,89040,0
89040,89280,0
89280,89520,0
89520,89760,0
89760,90000,0
90000,90240,0
90240,90480,0
90480,90720,0
90720,90960,0
90960,91200,0
91200,91440,0
91440,91680,1
91680,91920,0
91920,92160,0
92160,92400,1
92400,92640,0
92640,92880,0
92880,93120,0
93120,93360,1
93360,93600,0
93600,93840,0
93840,94080,0
94080,94320,0
94320,94560,0
94560,94800,0
94800,95040,0
95040,95280,0
95280,95520,0
95520,95760,0
95760,96000,0
96000,96240,0
96240,96480,0
96480,96720,0
96720,96960,0
96960,97200,0
97200,97440,0
97440,97680,0
97680,97920,0
97920,98160,0
98160,98400,0
98400,98640,0
98640,98880,0
98880,99120,0
99120,99360,0
99360,99600,0
99600,99840,0
99840,100080,0
100080,100320,0
100320,100560,0
100560,100800,0
100800,101040,0
101040,101280,0
101280,101520,0
101520,101760,0
101760,102000,0
102000,102240,0
102240,102480,0
102480,102720,0
102720,102960,0
102960,103200,0
103200,103440,0
103440,103680,0
103680,103920,0
103920,104160,0
104160,104400,1
104400,104640,0
104640,104880,0
104880,105120,0
105120,105360,0
105360,105600,0
105600,105840,0
105840,106080,0
106080,106320,0
106320,106560,0
106560,106800,0
106800,107040,0
107040,107280,0
107280,107520,0
107520,107760,0
107760,108000,0
108000,108240,0
108240,108480,0
108480,108720,0
108720,108960,0
108960,109200,0
109200,109440,0
109440,109680,0
109680,109920,0
109920,110160,0
110160,110400,0
110400,110640,0
110640,110880,0
110880,111120,0
111120,111360,0
111360,111600,0
111600,111840,0
111840,112080,0
112080,112320,0
112320,112560,0
112560,112800,0
112800,113040,0
113040,113280,0
113280,113520,0
113520,113760,0
113760,114000,0
114000,114240,0
114240,114480,1
114480,114720,0
114720,114960,0
114960,115200,0
115200,115440,0
115440,115680,0
115680,115920,0
115920,116160,0
116160,116400,0
116400,116640,0
116640,116880,0
116880,117120,0
117120,117360,0
117360,117600,1
117600,117840,0
117840,118080,0
118080,118320,1
118320,118560,0
118560,118800,0
118800,119040,0
119040,119280,0
119280,119520,1
119520,119760,0
119760,120000,0
120000,120240,0
120240,120480,0
120480,120720,0
120720,120960,0
120960,121200,0
121200,121440,0
121440,121680,0
121680,121920,0
121920,122160,1
122160,122400,0
122400,122640,0
122640,122880,0
122880,123120,0
123120,123360,0
123360,123600,0
123600,123840,0
123840,124080,0
124080,124320,1
124320,124560,1
124560,124800,0
124800,125040,0
125040,125280,0
125280,125520,0
125520,125760,0
125760,126000,0
126000,126240,0
126240,126480,1
126480,126720,1
126720,126960,0
126960,127200,1
127200,127440,0
127440,127680,1
127680,127920,0
127920,128160,0
128160,128400,0
128400,128640,1
128640,128880,0
128880,129120,0
129120,129360,0
129360,129600,0
129600,129840,0
129840,130080,0
130080,130320,0
130320,130560,0
130560,130800,0
130800,131040,0
131040,131280,1
131280,131520,1
131520,131760,0
131760,132000,0
132000,132240,0
132240,132480,0
132480,132720,0
132720,132960,0
132960,133200,0
133200,133440,0
133440,133680,0
133680,133920,0
133920,134160,0
134160,134400,0
134400,134640,0
134640,134880,0
134880,135120,0
135120,135360,0
135360,135600,0
135600,135840,0
135840,136080,0
136080,136320,0
136320,136560,0
136560,136800,0
136800,137040,0
137040,137280,0
137280,137520,0
137520,137760,0
137760,138000,0
138000,138240,0
138240,138480,0
138480,138720,0
138720,138960,0
138960,139200,0
139200,139440,0
139440,139680,0
139680,139920,0
139920,140160,0
140160,140400,0
140400,140640,0
140640,140880,0
140880,141120,0
141120,141360,0
141360,141600,0
141600,141840,0
141840,142080,0
142080,142320,0
142320,142560,0
142560,142800,0
142800,143040,0
143040,143280,0
143280,143520,0
143520,143760,0
143760,144000,0
144000,144240,0
144240,144480,0
144480,144720,0
144720,144960,0
144960,145200,0
145200,145440,0
145440,145680,0
145680,145920,1
145920,146160,0
146160,146400,1
146400,146640,1
146640,146880,0
146880,147120,1
147120,147360,0
147360,147600,0
147600,147840,0
147840,148080,0
148080,148320,0
148320,148560,0
148560,148800,0
148800,149040,0
149040,149280,0
149280,149520,0
149520,149760,0
149760,150000,0
150000,150240,0
150240,150480,0
150480,150720,0
150720,150960,0
150960,151200,0
151200,151440,0
151440,151680,1
151680,151920,0
151920,152160,0
152160,152400,0
152400,152640,1
152640,152880,1
152880,153120,1
153120,153360,0
153360,153600,1
153600,153840,0
153840,154080,0
154080,154320,0
154320,154560,0
154560,154800,0
154800,155040,0
155040,155280,0
155280,155520,1
155520,155760,1
155760,156000,1
156000,156240,0
156240,156480,0
156480,156720,0
156720,156960,0
156960,157200,0
157200,157440,0
157440,157680,0
157680,157920,1
157920,158160,1
158160,158400,0
158400,158640,0
158640,158880,0
158880,159120,0
159120,159360,0
159360,159600,0
159600,159840,0
159840,160080,0
160080,160320,0
160320,160560,0
160560,160800,0
160800,161040,0
161040,161280,0
161280,161520,0
161520,161760,1
161760,162000,1
162000,162240,0
162240,162480,0
162480,162720,0
162720,162960,0
162960,163200,0
163200,163440,0
163440,163680,0
163680,163920,1
163920,164160,1
164160,164400,1
164400,164640,0
164640,164880,0
164880,165120,0
165120,165360,1
165360,165600,0
165600,165840,0
165840,166080,0
166080,166320,0
166320,166560,0
166560,166800,0
166800,167040,0
167040,167280,0
167280,167520,0
167520,167760,0
167760,168000,0
168000,168240,0
168240,168480,1
168480,168720,0
168720,168960,0
168960,169200,0
169200,169440,0
169440,169680,0
169680,169920,0
169920,170160,0
170160,170400,0
170400,170640,0
170640,170880,0
170880,171120,0
171120,171360,0
171360,171600,0
171600,171840,0
171840,172080,0
172080,172320,0
172320,172560,0
172560,172800,0
172800,173040,1
173040,173280,0
173280,173520,0
173520,173760,0
173760,174000,0
174000,174240,0
174240,174480,1
174480,174720,0
174720,174960,1
174960,175200,1
175200,175440,1
175440,175680,0
175680,175920,1
175920,176160,1
176160,176400,0
176400,176640,0
176640,176880,0
176880,177120,0
177120,177360,0
177360,177600,0
177600,177840,0
177840,178080,0
178080,178320,0
178320,178560,0
178560,178800,0
178800,179040,0
179040,179280,0
179280,179520,0
179520,179760,1
179760,180000,0
180000,180240,10
180240,180480,0
180480,180720,0
180720,180960,0
180960,181200,0
181200,181440,1
181440,181680,0
181680,181920,0
181920,182160,0
182160,182400,0
182400,182640,0
182640,182880,0
182880,183120,0
183120,183360,0
183360,183600,0
183600,183840,0
183840,184080,0
184080,184320,0
184320,184560,0
184560,184800,1
184800,185040,0
185040,185280,0
185280,185520,0
185520,185760,0
185760,186000,0
186000,186240,0
186240,186480,0
186480,186720,0
186720,186960,0
186960,187200,0
187200,187440,0
187440,187680,1
187680,187920,1
187920,188160,0
188160,188400,0
188400,188640,1
188640,188880,0
188880,189120,0
189120,189360,0
189360,189600,0
189600,189840,0
189840,190080,0
190080,190320,0
190320,190560,0
190560,190800,0
190800,191040,0
191040,191280,0
191280,191520,0
191520,191760,0
191760,192000,0
192000,192240,0
