start,end,verdict
48240,48480,0
48480,48720,0
48720,48960,0
48960,49200,0
49200,49440,0
49440,49680,0
49680,49920,0
49920,50160,0
50160,50400,0
50400,50640,0
50640,50880,0
50880,51120,0
51120,51360,0
51360,51600,0
51600,51840,0
51840,52080,0
52080,52320,0
52320,52560,0
52560,52800,0
52800,53040,0
53040,53280,0
53280,53520,0
53520,53760,0
53760,54000,0
54000,54240,0
54240,54480,0
54480,54720,0
54720,54960,0
54960,55200,0
55200,55440,0
55440,55680,0
55680,55920,0
55920,56160,0
56160,56400,0
56400,56640,0
56640,56880,0
56880,57120,0
180000,180240,0
180240,180480,1
180480,180720,1
180720,180960,0
180960,181200,0
181200,181440,0
181440,181680,0
181680,181920,0
181920,182160,0
182160,182400,0
182400,182640,0
182640,182880,0
182880,183120,0
183120,183360,0
183360,183600,0
183600,183840,0
183840,184080,0
184080,184320,0
184320,184560,0
184560,184800,0
184800,185040,0
185040,185280,0
185280,185520,0
185520,185760,0
185760,186000,0
186000,186240,0
186240,186480,0
186480,186720,0
186720,186960,0
186960,187200,0
187200,187440,0
187440,187680,0
187680,187920,0
187920,188160,0
188160,188400,0
188400,188640,0
188640,188880,0
188880,189120,0
189120,189360,0
189360,189600,0
189600,189840,0
189840,190080,0
190080,190320,0
190320,190560,0
190560,190800,0
190800,191040,0
191040,191280,0
191280,191520,0
191520,191760,0
191760,192000,0
192000,192240,0
192240,192480,0
192480,192720,0
192720,192960,0
192960,193200,0
193200,193440,0
193440,193680,0
193680,193920,0
193920,194160,0
194160,194400,0
194400,194640,0
194640,194880,0
194880,195120,0
195120,195360,0
195360,195600,0
195600,195840,0
195840,196080,0
196080,196320,0
196320,196560,0
196560,196800,0
196800,197040,0
197040,197280,0
197280,197520,0
197520,197760,0
197760,198000,0
198000,198240,0
198240,198480,0
198480,198720,0
198720,198960,1
198960,199200,0
199200,199440,0
199440,199680,0
199680,199920,0
199920,200160,0
200160,200400,0
200400,200640,0
200640,200880,0
200880,201120,0
201120,201360,0
201360,201600,0
201600,201840,0
201840,202080,0
202080,202320,0
202320,202560,0
202560,202800,0
202800,203040,0
203040,203280,0
203280,203520,0
203520,203760,0
203760,204000,0
204000,204240,0
204240,204480,0
204480,204720,0
204720,204960,0
204960,205200,0
205200,205440,0
205440,205680,0
205680,205920,0
205920,206160,0
206160,206400,0
206400,206640,0
206640,206880,0
206880,207120,0
207120,207360,0
207360,207600,0
207600,207840,0
207840,208080,0
208080,208320,0
208320,208560,0
208560,208800,0
208800,209040,0
209040,209280,0
209280,209520,0
209520,209760,0
209760,210000,0
210000,210240,0
210240,210480,0
210480,210720,0
210720,210960,0
210960,211200,0
211200,211440,0
211440,211680,0
211680,211920,0
211920,212160,0
212160,212400,0
212400,212640,0
212640,212880,0
212880,213120,0
213120,213360,0
213360,213600,0
213600,213840,0
213840,214080,0
214080,214320,0
214320,214560,0
214560,214800,0
214800,215040,0
215040,215280,0
215280,215520,0
215520,215760,0
215760,216000,0
216000,216240,0
216240,216480,0
216480,216720,0
216720,216960,0
216960,217200,0
217200,217440,0
217440,217680,0
217680,217920,0
217920,218160,0
218160,218400,0
218400,218640,0
452000,452240,0
452240,452480,0
452480,452720,0
452720,452960,0
452960,453200,0
453200,453440,0
453440,453680,0
453680,453920,0
453920,454160,0
454160,454400,0
454400,454640,0
454640,454880,1
454880,455120,0
455120,455360,1
455360,455600,1
455600,455840,1
455840,456080,1
456080,456320,1
456320,456560,1
456560,456800,1
456800,457040,1
457040,457280,1
457280,457520,1
457520,457760,1
457760,458000,1
458000,458240,0
458240,458480,0
458480,458720,0
458720,458960,1
458960,459200,1
459200,459440,0
459440,459680,1
459680,459920,1
459920,460160,1
460160,460400,0
460400,460640,0
460640,460880,1
460880,461120,1
461120,461360,1
461360,461600,1
461600,461840,1
461840,462080,1
462080,462320,1
462320,462560,1
462560,462800,1
462800,463040,1
463040,463280,1
463280,463520,1
463520,463760,1
463760,464000,1
464000,464240,1
464240,464480,1
464480,464720,1
464720,464960,0
464960,465200,1
465200,465440,1
465440,465680,1
465680,465920,1
465920,466160,1
466160,466400,0
466400,466640,1
466640,466880,1
466880,467120,1
467120,467360,1
467360,467600,1
467600,467840,1
467840,468080,1
468080,468320,1
468320,468560,1
468560,468800,1
468800,469040,1
469040,469280,1
469280,469520,1
469520,469760,1
469760,470000,1
470000,470240,1
470240,470480,1
470480,470720,1
470720,470960,1
470960,471200,1
471200,471440,1
471440,471680,1
471680,471920,1
471920,472160,1
472160,472400,1
472400,472640,1
472640,472880,1
472880,473120,1
473120,473360,1
473360,473600,1
473600,473840,1
473840,474080,1
474080,474320,1
474320,474560,1
474560,474800,1
474800,475040,1
475040,475280,1
475280,475520,1
475520,475760,1
475760,476000,1
476000,476240,1
476240,476480,1
476480,476720,1
476720,476960,1
476960,477200,1
477200,477440,1
477440,477680,1
477680,477920,1
477920,478160,1
478160,478400,1
478400,478640,1
478640,478880,1
478880,479120,1
479120,479360,1
479360,479600,1
479600,479840,1
479840,480080,1
480080,480320,1
480320,480560,1
480560,480800,1
480800,481040,1
481040,481280,1
481280,481520,1
481520,481760,1
481760,482000,1
482000,482240,1
482240,482480,1
482480,482720,1
482720,482960,1
482960,483200,1
483200,483440,1
483440,483680,1
483680,483920,1
483920,484160,1
484160,484400,1
484400,484640,1
484640,484880,1
484880,485120,1
485120,485360,1
485360,485600,1
485600,485840,1
485840,486080,1
486080,486320,1
486320,486560,1
486560,486800,1
486800,487040,1
487040,487280,1
487280,487520,1
487520,487760,1
487760,488000,1
488000,488240,1
488240,488480,1
488480,488720,1
488720,488960,1
488960,489200,1
489200,489440,1
489440,489680,1
489680,489920,1
489920,490160,1
490160,490400,1
490400,490640,1
490640,490880,1
490880,491120,1
491120,491360,1
491360,491600,1
491600,491840,1
491840,492080,1
492080,492320,1
492320,492560,1
492560,492800,1
492800,493040,1
493040,493280,1
493280,493520,1
493520,493760,1
493760,494000,1
494000,494240,1
494240,494480,1
494480,494720,1
494720,494960,1
494960,495200,1
495200,495440,1
495440,495680,1
495680,495920,1
495920,496160,1
496160,496400,1
496400,496640,1
496640,496880,1
496880,497120,1
497120,497360,1
497360,497600,1
497600,497840,1
497840,498080,1
498080,498320,1
498320,498560,1
498560,498800,1
498800,499040,1
499040,499280,1
499280,499520,1
499520,499760,1
499760,500000,1
500000,500240,1
500240,500480,1
500480,500720,1
500720,500960,1
500960,501200,1
501200,501440,1
501440,501680,1
501680,501920,1
501920,502160,1
502160,502400,1
502400,502640,1
502640,502880,1
502880,503120,1
503120,503360,1
503360,503600,1
503600,503840,1
503840,504080,1
504080,504320,1
504320,504560,1
504560,504800,1
504800,505040,1
505040,505280,1
505280,505520,1
505520,505760,1
505760,506000,1
506000,506240,1
506240,506480,1
506480,506720,1
506720,506960,1
506960,507200,0
507200,507440,1
507440,507680,1
507680,507920,1
507920,508160,1
508160,508400,1
608300,608540,1
608540,608780,1
608780,609020,1
609020,609260,1
609260,609500,1
609500,609740,1
609740,609980,1
609980,610220,1
610220,610460,1
610460,610700,1
610700,610940,1
610940,611180,1
611180,611420,1
611420,611660,1
611660,611900,1
611900,612140,1
612140,612380,1
612380,612620,1
612620,612860,1
612860,613100,1
613100,613340,1
613340,613580,1
613580,613820,1
613820,614060,1
614060,614300,1
614300,614540,1
614540,614780,1
614780,615020,1
615020,615260,1
615260,615500,1
615500,615740,1
615740,615980,1
615980,616220,1
616220,616460,1
616460,616700,1
616700,616940,1
616940,617180,1
617180,617420,1
617420,617660,1
617660,617900,1
617900,618140,1
618140,618380,1
618380,618620,1
618620,618860,1
618860,619100,1
619100,619340,1
619340,619580,1
619580,619820,1
619820,620060,1
620060,620300,1
620300,620540,1
620540,620780,1
620780,621020,1
621020,621260,1
621260,621500,0
621500,621740,0
621740,621980,0
621980,622220,0
622220,622460,0
622460,622700,0
622700,622940,0
622940,623180,0
623180,623420,0
623420,623660,0
623660,623900,0
623900,624140,0
624140,624380,0
624380,624620,0
624620,624860,0
624860,625100,0
625100,625340,0
625340,625580,0
625580,625820,0
625820,626060,0
626060,626300,0
626300,626540,0
626540,626780,0
626780,627020,0
627020,627260,0
627260,627500,0
627500,627740,0
627740,627980,0
627980,628220,0
628220,628460,0
628460,628700,0
628700,628940,0
628940,629180,0
629180,629420,0
629420,629660,0
629660,629900,0
629900,630140,0
630140,630380,0
630380,630620,0
630620,630860,0
630860,631100,0
631100,631340,0
631340,631580,0
631580,631820,0
631820,632060,0
632060,632300,0
632300,632540,0
632540,632780,0
632780,633020,0
633020,633260,0
633260,633500,0
633500,633740,0
633740,633980,0
633980,634220,0
634220,634460,0
634460,634700,0
634700,634940,0
634940,635180,0
635180,635420,0
635420,635660,0
635660,635900,0
635900,636140,0
636140,636380,0
636380,636620,0
636620,636860,0
636860,637100,0
637100,637340,0
637340,637580,0
637580,637820,0
637820,638060,0
638060,638300,0
638300,638540,0
638540,638780,0
638780,639020,0
639020,639260,0
639260,639500,0
639500,639740,0
639740,639980,0
639980,640220,0
640220,640460,0
640460,640700,0
640700,640940,0
640940,641180,0
641180,641420,0
641420,641660,0
641660,641900,0
641900,642140,0
642140,642380,0
642380,642620,0
642620,642860,0
642860,643100,0
643100,643340,0
643340,643580,0
643580,643820,0
643820,644060,0
644060,644300,0
644300,644540,0
644540,644780,0
644780,645020,0
645020,645260,0
645260,645500,0
645500,645740,0
645740,645980,0
645980,646220,0
646220,646460,0
646460,646700,0
646700,646940,0
646940,647180,0
647180,647420,0
647420,647660,0
647660,647900,0
647900,648140,0
648140,648380,0
648380,648620,0
648620,648860,0
648860,649100,0
649100,649340,0
649340,649580,0
649580,649820,0
649820,650060,0
650060,650300,0
650300,650540,0
650540,650780,0
676400,676640,0
676640,676880,1
676880,677120,0
677120,677360,0
677360,677600,1
677600,677840,0
677840,678080,0
678080,678320,1
678320,678560,1
678560,678800,1
678800,679040,1
679040,679280,1
679280,679520,0
679520,679760,0
679760,680000,1
680000,680240,1
680240,680480,1
680480,680720,1
680720,680960,1
680960,681200,1
681200,681440,1
681440,681680,1
681680,681920,1
681920,682160,1
682160,682400,1
682400,682640,1
682640,682880,1
682880,683120,1
683120,683360,1
683360,683600,1
683600,683840,1
683840,684080,1
684080,684320,1
684320,684560,1
684560,684800,1
684800,685040,1
685040,685280,1
685280,685520,1
685520,685760,1
685760,686000,1
686000,686240,1
686240,686480,1
686480,686720,1
686720,686960,1
686960,687200,1
687200,687440,1
687440,687680,1
687680,687920,1
687920,688160,1
688160,688400,1
688400,688640,1
688640,688880,1
688880,689120,1
689120,689360,1
689360,689600,1
689600,689840,1
689840,690080,1
690080,690320,1
690320,690560,1
690560,690800,1
690800,691040,1
691040,691280,1
691280,691520,1
691520,691760,1
691760,692000,1
692000,692240,1
692240,692480,1
692480,692720,1
692720,692960,1
692960,693200,1
693200,693440,1
693440,693680,1
693680,693920,1
693920,694160,1
694160,694400,1
694400,694640,1
694640,694880,1
694880,695120,1
695120,695360,1
695360,695600,1
695600,695840,1
695840,696080,1
696080,696320,1
696320,696560,1
696560,696800,1
696800,697040,1
697040,697280,1
697280,697520,1
697520,697760,1
697760,698000,1
698000,698240,1
698240,698480,1
698480,698720,1
698720,698960,1
698960,699200,1
699200,699440,1
699440,699680,1
699680,699920,1
699920,700160,1
700160,700400,1
700400,700640,1
700640,700880,1
700880,701120,1
701120,701360,1
701360,701600,1
701600,701840,1
701840,702080,1
702080,702320,1
702320,702560,1
702560,702800,1
702800,703040,1
703040,703280,1
703280,703520,1
703520,703760,1
703760,704000,1
704000,704240,1
704240,704480,1
704480,704720,0
704720,704960,0
704960,705200,0
705200,705440,0
705440,705680,1
705680,705920,0
705920,706160,0
706160,706400,0
706400,706640,0
706640,706880,0
706880,707120,0
707120,707360,0
707360,707600,0
707600,707840,0
707840,708080,0
708080,708320,0
708320,708560,0
708560,708800,0
708800,709040,0
709040,709280,0
709280,709520,0
709520,709760,0
709760,710000,0
710000,710240,0
710240,710480,0
710480,710720,0
710720,710960,0
710960,711200,0
711200,711440,0
711440,711680,0
711680,711920,0
711920,712160,0
712160,712400,0
712400,712640,0
712640,712880,0
712880,713120,0
713120,713360,0
713360,713600,0
713600,713840,0
713840,714080,0
714080,714320,0
863950,864190,0
864190,864430,0
864430,864670,0
864670,864910,0
864910,865150,0
865150,865390,0
865390,865630,0
865630,865870,0
865870,866110,0
866110,866350,0
866350,866590,0
866590,866830,0
866830,867070,0
867070,867310,0
867310,867550,0
867550,867790,0
867790,868030,0
868030,868270,0
868270,868510,0
868510,868750,0
868750,868990,0
868990,869230,0
869230,869470,0
869470,869710,0
869710,869950,0
869950,870190,0
870190,870430,0
870430,870670,0
870670,870910,0
870910,871150,0
871150,871390,0
871390,871630,0
871630,871870,0
871870,872110,0
872110,872350,0
872350,872590,0
872590,872830,0
872830,873070,0
873070,873310,0
873310,873550,0
873550,873790,0
873790,874030,0
874030,874270,1
874270,874510,1
874510,874750,1
874750,874990,1
874990,875230,1
875230,875470,1
875470,875710,1
875710,875950,1
875950,876190,1
876190,876430,1
876430,876670,1
876670,876910,1
876910,877150,1
877150,877390,1
877390,877630,1
877630,877870,1
877870,878110,1
878110,878350,1
878350,878590,1
878590,878830,1
878830,879070,1
879070,879310,1
879310,879550,1
879550,879790,1
879790,880030,1
880030,880270,1
880270,880510,1
880510,880750,1
880750,880990,1
880990,881230,1
881230,881470,1
881470,881710,1
881710,881950,1
881950,882190,1
882190,882430,1
882430,882670,1
882670,882910,1
882910,883150,1
883150,883390,1
883390,883630,1
883630,883870,1
883870,884110,1
884110,884350,1
884350,884590,1
884590,884830,1
884830,885070,1
885070,885310,1
885310,885550,1
885550,885790,1
885790,886030,1
886030,886270,1
886270,886510,1
886510,886750,1
886750,886990,1
886990,887230,1
887230,887470,1
887470,887710,1
887710,887950,1
887950,888190,1
888190,888430,1
888430,888670,1
888670,888910,1
888910,889150,1
889150,889390,1
889390,889630,1
889630,889870,1
889870,890110,1
890110,890350,1
890350,890590,1
890590,890830,1
890830,891070,1
891070,891310,1
891310,891550,1
891550,891790,1
891790,892030,1
892030,892270,1
892270,892510,1
892510,892750,1
892750,892990,1
892990,893230,1
893230,893470,1
893470,893710,1
893710,893950,1
893950,894190,1
894190,894430,1
894430,894670,1
894670,894910,1
894910,895150,1
895150,895390,1
895390,895630,1
895630,895870,1
895870,896110,1
896110,896350,1
896350,896590,1
896590,896830,1
896830,897070,1
897070,897310,1
897310,897550,1
897550,897790,1
897790,898030,1
898030,898270,1
898270,898510,1
898510,898750,1
898750,898990,1
898990,899230,1
899230,899470,1
899470,899710,1
899710,899950,1
899950,900190,1
900190,900430,1
900430,900670,1
900670,900910,1
900910,901150,1
901150,901390,1
901390,901630,1
901630,901870,1
901870,902110,1
902110,902350,1
902350,902590,1
902590,902830,1
902830,903070,1
903070,903310,1
903310,903550,1
903550,903790,1
903790,904030,1
904030,904270,1
904270,904510,1
904510,904750,1
904750,904990,1
904990,905230,1
905230,905470,1
905470,905710,1
905710,905950,1
905950,906190,1
906190,906430,1
906430,906670,1
906670,906910,1
906910,907150,1
907150,907390,1
907390,907630,1
907630,907870,1
907870,908110,1
908110,908350,1
908350,908590,1
908590,908830,1
908830,909070,1
909070,909310,1
909310,909550,1
909550,909790,1
909790,910030,1
910030,910270,1
910270,910510,1
910510,910750,1
910750,910990,1
910990,911230,1
911230,911470,1
911470,911710,1
911710,911950,1
911950,912190,1
912190,912430,1
912430,912670,1
912670,912910,1
912910,913150,1
913150,913390,1
913390,913630,1
913630,913870,1
913870,914110,1
914110,914350,1
914350,914590,1
914590,914830,1
914830,915070,1
915070,915310,1
915310,915550,1
915550,915790,1
915790,916030,1
916030,916270,1
916270,916510,1
916510,916750,1
916750,916990,1
916990,917230,1
917230,917470,1
917470,917710,1
917710,917950,1
917950,918190,1
918190,918430,1
918430,918670,1
918670,918910,1
918910,919150,1
919150,919390,1
919390,919630,1
919630,919870,1
919870,920110,1
920110,920350,1
920350,920590,1
920590,920830,1
920830,921070,1
921070,921310,1
921310,921550,1
921550,921790,1
921790,922030,1
922030,922270,1
922270,922510,1
922510,922750,1
922750,922990,1
922990,923230,1
923230,923470,1
923470,923710,1
923710,923950,1
923950,924190,1
924190,924430,1
924430,924670,1
924670,924910,1
924910,925150,1
925150,925390,1
925390,925630,1
925630,925870,1
925870,926110,1
926110,926350,1
926350,926590,1
926590,926830,1
926830,927070,1
927070,927310,1
927310,927550,1
927550,927790,1
927790,928030,1
928030,928270,1
928270,928510,1
928510,928750,1
928750,928990,1
928990,929230,1
929230,929470,1
929470,929710,1
929710,929950,1
929950,930190,1
930190,930430,1
930430,930670,1
930670,930910,1
930910,931150,1
931150,931390,1
931390,931630,1
931630,931870,1
931870,932110,1
932110,932350,1
932350,932590,1
932590,932830,1
932830,933070,1
933070,933310,1
933310,933550,1
933550,933790,1
933790,934030,1
934030,934270,1
934270,934510,1
934510,934750,1
934750,934990,1
934990,935230,1
935230,935470,1
935470,935710,1
935710,935950,1
935950,936190,1
936190,936430,1
936430,936670,1
936670,936910,1
936910,937150,1
937150,937390,1
937390,937630,1
937630,937870,1
937870,938110,1
938110,938350,1
938350,938590,1
938590,938830,1
938830,939070,1
939070,939310,1
939310,939550,1
939550,939790,1
939790,940030,1
940030,940270,1
940270,940510,1
940510,940750,1
940750,940990,1
940990,941230,1
941230,941470,1
941470,941710,1
941710,941950,1
941950,942190,1
942190,942430,1
942430,942670,1
942670,942910,1
942910,943150,1
943150,943390,1
943390,943630,1
943630,943870,1
943870,944110,1
944110,944350,1
944350,944590,1
944590,944830,1
944830,945070,1
945070,945310,1
945310,945550,1
945550,945790,1
945790,946030,1
946030,946270,1
946270,946510,1
946510,946750,1
946750,946990,1
946990,947230,1
947230,947470,1
947470,947710,1
947710,947950,1
947950,948190,1
948190,948430,1
948430,948670,1
948670,948910,1
948910,949150,1
949150,949390,1
949390,949630,1
949630,949870,1
949870,950110,1
950110,950350,1
950350,950590,1
950590,950830,1
950830,951070,1
951070,951310,1
951310,951550,1
951550,951790,1
951790,952030,1
952030,952270,1
952270,952510,1
952510,952750,1
952750,952990,1
952990,953230,1
953230,953470,1
953470,953710,1
953710,953950,1
953950,954190,1
954190,954430,1
954430,954670,1
954670,954910,1
954910,955150,1
955150,955390,1
955390,955630,1
955630,955870,1
955870,956110,1
956110,956350,1
956350,956590,1
956590,956830,1
956830,957070,1
957070,957310,1
957310,957550,1
957550,957790,1
957790,958030,1
958030,958270,1
958270,958510,1
958510,958750,1
958750,958990,1
958990,959230,1
959230,959470,1
959470,959710,1
959710,959950,1
959950,960190,1
960190,960430,1
960430,960670,1
960670,960910,1
960910,961150,1
961150,961390,1
961390,961630,1
961630,961870,1
961870,962110,1
962110,962350,1
962350,962590,1
962590,962830,1
962830,963070,1
963070,963310,1
963310,963550,1
963550,963790,1
963790,964030,1
964030,964270,1
964270,964510,1
964510,964750,1
964750,964990,1
964990,965230,1
965230,965470,1
965470,965710,1
965710,965950,1
965950,966190,1
966190,966430,1
966430,966670,1
966670,966910,1
966910,967150,1
967150,967390,1
967390,967630,1
967630,967870,1
967870,968110,1
968110,968350,1
968350,968590,1
968590,968830,1
968830,969070,1
969070,969310,1
969310,969550,1
969550,969790,1
969790,970030,1
970030,970270,1
970270,970510,1
970510,970750,1
970750,970990,1
970990,971230,1
971230,971470,1
971470,971710,1
971710,971950,1
971950,972190,1
972190,972430,1
972430,972670,1
972670,972910,1
972910,973150,1
973150,973390,1
973390,973630,1
973630,973870,1
973870,974110,1
974110,974350,1
974350,974590,1
974590,974830,1
974830,975070,1
975070,975310,1
975310,975550,1
975550,975790,1
975790,976030,1
976030,976270,1
976270,976510,1
976510,976750,1
976750,976990,1
976990,977230,1
977230,977470,1
977470,977710,1
977710,977950,1
977950,978190,1
978190,978430,1
978430,978670,1
978670,978910,1
978910,979150,1
979150,979390,1
979390,979630,1
979630,979870,1
979870,980110,1
980110,980350,1
980350,980590,1
980590,980830,1
980830,981070,1
981070,981310,1
981310,981550,1
981550,981790,1
981790,982030,1
982030,982270,1
982270,982510,1
982510,982750,1
982750,982990,1
982990,983230,1
983230,983470,1
983470,983710,1
983710,983950,1
983950,984190,1
984190,984430,1
984430,984670,1
984670,984910,1
984910,985150,1
985150,985390,1
985390,985630,1
985630,985870,1
985870,986110,1
986110,986350,1
986350,986590,1
986590,986830,1
986830,987070,1
987070,987310,1
987310,987550,1
987550,987790,1
987790,988030,1
988030,988270,1
988270,988510,1
988510,988750,1
988750,988990,1
988990,989230,1
989230,989470,1
989470,989710,1
989710,989950,1
989950,990190,1
990190,990430,1
990430,990670,1
990670,990910,1
990910,991150,1
991150,991390,1
991390,991630,1
991630,991870,1
991870,992110,1
992110,992350,1
992350,992590,1
992590,992830,1
992830,993070,1
993070,993310,1
993310,993550,1
993550,993790,1
993790,994030,1
994030,994270,1
994270,994510,1
994510,994750,1
994750,994990,1
994990,995230,1
995230,995470,1
995470,995710,1
995710,995950,1
995950,996190,1
996190,996430,1
996430,996670,1
996670,996910,1
996910,997150,1
997150,997390,1
997390,997630,1
997630,997870,1
997870,998110,1
998110,998350,1
998350,998590,1
998590,998830,1
998830,999070,1
999070,999310,1
999310,999550,1
999550,999790,1
999790,1000030,1
1000030,1000270,1
1000270,1000510,1
1000510,1000750,1
1000750,1000990,1
1000990,1001230,1
1001230,1001470,1
1001470,1001710,1
1001710,1001950,1
1001950,1002190,1
1002190,1002430,1
1002430,1002670,1
1002670,1002910,1
1002910,1003150,1
1003150,1003390,1
1003390,1003630,1
1003630,1003870,1
1003870,1004110,1
1004110,1004350,1
1004350,1004590,1
1004590,1004830,1
1004830,1005070,1
1005070,1005310,1
1005310,1005550,1
1005550,1005790,1
1005790,1006030,1
1006030,1006270,1
1006270,1006510,1
1006510,1006750,1
1006750,1006990,1
1006990,1007230,1
1007230,1007470,1
1007470,1007710,1
1007710,1007950,1
1007950,1008190,1
1008190,1008430,1
1008430,1008670,1
1008670,1008910,1
1008910,1009150,1
1009150,1009390,1
1009390,1009630,1
1009630,1009870,1
1009870,1010110,1
1010110,1010350,1
1010350,1010590,1
1010590,1010830,1
1010830,1011070,1
1011070,1011310,1
1011310,1011550,1
1011550,1011790,1
1011790,1012030,1
1012030,1012270,1
1012270,1012510,1
1012510,1012750,1
1012750,1012990,1
1012990,1013230,1
1013230,1013470,1
1013470,1013710,1
1013710,1013950,1
1013950,1014190,1
1014190,1014430,1
1014430,1014670,1
1014670,1014910,1
1014910,1015150,1
1015150,1015390,1
1015390,1015630,1
1015630,1015870,1
1015870,1016110,1
1016110,1016350,1
1016350,1016590,1
1016590,1016830,1
1016830,1017070,1
1017070,1017310,1
1017310,1017550,1
1017550,1017790,1
1017790,1018030,1
1018030,1018270,1
1018270,1018510,1
1018510,1018750,1
1018750,1018990,1
1018990,1019230,1
1019230,1019470,1
1019470,1019710,1
1019710,1019950,1
1019950,1020190,1
1020190,1020430,1
1020430,1020670,1
1020670,1020910,1
1020910,1021150,1
1021150,1021390,1
1021390,1021630,1
1021630,1021870,1
1021870,1022110,1
1022110,1022350,1
1022350,1022590,1
1022590,1022830,1
1022830,1023070,1
1023070,1023310,1
1023310,1023550,1
1023550,1023790,1
1023790,1024030,1
1024030,1024270,1
1024270,1024510,1
1024510,1024750,1
1024750,1024990,1
1024990,1025230,1
1025230,1025470,1
1025470,1025710,1
1025710,1025950,1
1025950,1026190,1
1026190,1026430,1
1026430,1026670,1
1026670,1026910,1
1026910,1027150,1
1027150,1027390,1
1027390,1027630,1
1027630,1027870,1
1027870,1028110,1
1028110,1028350,1
1028350,1028590,1
1028590,1028830,1
1028830,1029070,1
1029070,1029310,1
1029310,1029550,1
1029550,1029790,1
1029790,1030030,1
1030030,1030270,1
1030270,1030510,1
1030510,1030750,1
1030750,1030990,1
1030990,1031230,1
1031230,1031470,1
1031470,1031710,1
1031710,1031950,1
1031950,1032190,1
1032190,1032430,1
1032430,1032670,1
1032670,1032910,1
1032910,1033150,1
1033150,1033390,1
1033390,1033630,1
1033630,1033870,1
1033870,1034110,1
1034110,1034350,1
1034350,1034590,1
1034590,1034830,1
1034830,1035070,1
1035070,1035310,1
1035310,1035550,1
1035550,1035790,1
1035790,1036030,1
1036030,1036270,1
1036270,1036510,1
1036510,1036750,1
1036750,1036990,1
1036990,1037230,1
1037230,1037470,1
1037470,1037710,1
1037710,1037950,1
1037950,1038190,1
1038190,1038430,1
1038430,1038670,1
1038670,1038910,1
1038910,1039150,1
1039150,1039390,1
1039390,1039630,1
1039630,1039870,1
1039870,1040110,1
1040110,1040350,1
1040350,1040590,1
1040590,1040830,1
